datetime,device,accx,accy,accz,gyrox,gyroy,gyroz,anglex,angley,anglez,magx,magy,magz
2024-06-18 20:50:35.343330,motor,-0.9937,-0.0078,0.001,0.0,0.0,0.0,-67.736,89.462,-149.381,-397,3938,-3921
2024-06-18 20:50:39.035284,motor,-0.9971,0.0093,0.0103,0.0,0.0,0.0,-67.736,89.462,-149.381,-3871,24333,-10732
2024-06-18 20:50:40.731810,motor,-0.9971,0.0093,0.0103,0.0,0.0,0.0,-67.736,89.462,-149.381,-748,-4849,11326
2024-06-18 20:50:41.031063,motor,-0.9971,0.0093,0.0103,0.0,0.0,0.0,-67.736,89.462,-149.381,-1087,-2557,-2070
2024-06-18 20:50:45.721164,motor,-0.9971,-0.0107,0.0044,0.0,0.0,0.0,-75.086,89.473,-149.392,-1069,-2465,64
2024-06-18 20:50:49.014240,motor,-0.9956,-0.0146,-0.002,0.061,0.061,0.0,-75.086,89.473,-149.392,-5296,30774,-21703
2024-06-18 20:50:51.009803,motor,-0.999,-0.001,0.0137,0.0,-0.061,0.0,-75.086,89.473,-149.392,-1179,-1646,-292
2024-06-18 20:50:51.309098,motor,-0.999,-0.001,0.0137,0.0,-0.061,0.0,-75.086,89.473,-149.392,-1301,-2294,-2614
2024-06-18 20:50:51.608423,motor,-0.999,-0.001,0.0137,0.0,-0.061,0.0,-75.086,89.473,-149.392,228,3950,-4423
2024-06-18 20:50:55.200588,motor,-0.9946,-0.0273,0.0,0.061,0.0,0.0,-75.086,89.473,-149.392,-5462,30900,-31626
2024-06-18 20:50:56.098515,motor,-0.9966,0.0049,-0.0005,0.061,0.0,0.0,-70.01,89.434,-150.002,1267,30900,-27056
2024-06-18 20:51:16.055945,motor,-0.9961,-0.0078,0.0059,0.0,0.0,0.0,-69.637,89.44,-149.782,-1494,-509,-824
2024-06-18 20:51:18.052014,motor,-0.9961,-0.0078,0.0059,0.0,0.0,0.0,-69.703,89.462,-149.908,1723,11465,1462
2024-06-18 20:51:23.440766,motor,-0.9971,-0.0005,0.0044,0.0,0.061,0.0,-69.703,89.462,-149.908,-1369,-869,-1907
2024-06-18 20:51:23.939789,motor,-0.9971,-0.0005,0.0044,0.0,-0.061,0.0,-69.703,89.462,-149.908,-1070,14344,11643
2024-06-18 20:51:25.935324,motor,-0.9971,-0.0005,0.0044,0.0,-0.061,0.0,-64.572,89.495,-150.051,-1401,-635,-1743
2024-06-18 20:51:33.718336,motor,-0.9883,0.0083,-0.0005,0.0,0.0,0.0,-69.505,89.511,-150.029,-2421,30812,-30891
2024-06-18 20:51:35.713910,motor,-0.9961,-0.0063,-0.0068,0.0,0.0,0.0,-68.242,89.511,-150.051,-1396,-1226,-1945
2024-06-18 20:51:37.609693,motor,-0.9927,-0.0054,0.0,0.061,0.0,0.0,-68.242,89.511,-150.051,-1672,-1874,510
2024-06-18 20:51:38.208301,motor,-0.9927,-0.0054,0.0,0.0,0.0,0.0,-74.262,89.511,-150.09,4814,-3388,7503
2024-06-18 20:51:39.206024,motor,-0.9961,-0.0015,0.0049,0.0,0.0,0.0,-74.262,89.511,-150.09,-2067,1954,-10527
